页码,微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数
17,4909745666001778,N45wOpbkS,Rin-宇晨,2023-06-06 21:27:28,#宇晨评测# 《工口携带Re》在视听体验方面有了极大的提升，画风与UI进步的同时，丰富的文本撑起了人物的世界观的塑造。不过在体量变大的情况下，游戏的交互内容并没有增加多少，因此显得完成度还不太高。#steam# #独立游戏# #游戏# #游戏推荐# #galgame#  《工口携带Re》：进入只属于亚人少女们的世界 ,0,0,3
17,4909744445199945,N45uQlOK5,TDMonster,2023-06-06 21:22:37,星火 APP，手机端交互体验提升，一键唤起海量知识与创意灵感。 星火语伴 APP：大模型赋能的 AI 口语助手，实现 1 对 1 口语陪练和随身翻译； ,0,0,1
17,4909679937854156,N43ONwXdW,錦衣夜行焱十一,2023-06-06 17:06:17,对！消失的她交互沉浸感非常好！大家一定要去影院里体验一下！！！！！！,38,3,20
17,4909731225801871,N459wolkz,阿泰的深夜评测,2023-06-06 20:30:05,看了一圈体验了Apple Vision Pro 媒体的视频，几乎都被它的做工/视觉/交互所震撼，过了一个白天，还是想冷静下来聊一聊这款产品。  首先，这个产品会不会成为下一个十年的iPhone？会不会引领新的交互，目前谈这个事的确还早，会不会成为，能不能成为我觉得主要取决于未来2-3年，单纯目前看，这款Apple  ...全文,2,93,278
17,4909729174527310,N456diZL8,北京王专员,2023-06-06 20:21:56,就在今天的苹果开发者大会上，库克亲自带来重磅“One More Thing”：苹果AR眼镜Apple Vision Pro。在眼镜本体之外，苹果全新眼镜操作系统visionOS也正式亮相。这个新系统，除了带来眼镜的全新交互体验，还支持开发者打造各种第三方应用。比如，互动式的3D心脏，帮助学生更好地了解其构造。又或者沉浸式 ...全文,1,1,1
17,4909726909338431,N452yDblR,西瓜草莓汁汁_h,2023-06-06 20:12:56,Quest pro升级手柄版本，取消了手柄上的追踪环，没想到🍎Vision pro直接不要手柄，手势、眼动控制，，，手上的Pico仿佛老年机，有的人还在基于手柄研究VR里的交互形式，有的人（🍎）直接创造新的交互，🐮，但是这个近视镜片嵌入感觉不太方便的样子，不过还是要体验后再评价 ,0,0,1
17,4909645656754421,N42Vvsl8h,果仁儿科技,2023-06-06 14:50:04,今天上午去了集度深业上城体验店，静态体验了集度汽车机器人ROBO-01。它的定位是一款中大型SUV电动汽车，图片中这款配色是星宇灰，另外还有星河紫、星辉橙和星晨白，可以看出车身颜色是以星系命名，还是很具科幻感的。  整车采用了无车外门把手设计，车身显得更简约优雅；还配有交互大灯以及升降尾翼， ...全文,75,234,540
17,4909708571579492,N44yZ6CTG,指尖地球_,2023-06-06 19:00:04,集度✖️三体丨北京三里屯体验中心 很荣幸与姐妹一起受邀参加了@集度JIDU 于三里屯体验中心举办的“三体”分享会。 让人叹服的是，@集度JIDU 真的是一个致力于实现高阶智能驾驶和高度人机交互的智能科技品牌。进入体验中心像是穿过了时空隧道进入了未来。 一楼展厅展示了robo-1。我非常认同集度x三体分 ...全文,343,349,410
17,4909708555327409,N44yXmlTX,广东科普,2023-06-06 19:00:00,#前沿科普#【不再“仅可远观”#虚拟世界终于可以摸得着了#！】#可触摸的元宇宙是什么样的#目前的VR交互仅可提供视觉与听觉体验，呈现的是一个无法触碰的虚拟空间。西湖大学姜汉卿团队首次提出并开发了“高保真主动机械触感交互系统”，他们借鉴折纸艺术，让VR眼镜里的虚拟世界不仅可见、可听，还可“触 ...全文,0,0,0
17,4909705313388924,N44tJedC4,xyfool,2023-06-06 18:47:07,产品形态  佩戴体验肯定前者 交互显示体验肯定后者 ,0,9,8
18,4909704779926216,N44sRFEgg,文明长春,2023-06-06 18:45:00,#文明长春# 【长春市宽城区举办“大手拉小手，科学世界任我游”“六一”儿童节智慧空间体验活动 】在“六一”儿童节来临之际，长春市宽城区委宣传部、宽城区图书馆于5月29日举办“大手拉小手，科学世界任我游”智慧空间体验活动。   　　孩子们在宽城区图书馆智慧空间体验区内体验VR三维虚拟交互空间， ...全文,0,0,0
18,4909702913722549,N44pRfCp7,O科技,2023-06-06 18:37:35,看了不少Apple  Vision Pro相关内容，由衷感慨一句“还得是苹果”。开启空间计算时代，用最简单的交互和操控让大家习惯全新的虚拟现实体验。当然简单操作背后是领先科技的结果，强大的视觉系统、计算中枢、显示基材等，外加苹果一直领先的软件生态能力，才铸就了Vision Pro完成度如此之高，体验如此领 ...全文,7,39,127
18,4909698317552696,N44irvGNG,加缪之死,2023-06-06 18:19:19,今天准备放弃最爱的王者荣耀体验王国之泪了，之前最讨厌单机游戏，现在已经开始厌恶交互式游戏了，单机游戏才是i人的天堂，才是我们i人最后的归宿！(未体验版发言) ,0,2,0
18,4909694894473396,N44cViLJy,姬永锋,2023-06-06 18:05:42,"“Vision Pro 所能带来的变革，甚至将不亚于 iPhone。  用户体验变革:重定义人机交互,通过眼睛、手势和语音实现更自然流畅的交互方式。 应用程序变革:允许应用充满整个空间,完全发挥空间计算带来的视觉和效率优势。 内容消费变革:将电影、游戏等内容的体验提升到新的水平,通过空间展示营造沉浸感。 社 ...全文",3,2,7
18,4909693341794904,N44aq7wW4,迪陆,2023-06-06 17:59:32,发布会后对Vision Pro的质疑声音的确很多，当年我也在BlackBerry 9000的键盘上输出了不少质疑iPhone全触摸屏交互的内容，现在谁活到了现在就不用多说了。  一种全新交互方式能否成功，还是要看厂商和开发者的共同努力，去年9月秋季新品发布会后刚拿到iPhone14ProMax时灵动岛的体验和半年后的今天也完全 ...全文,0,0,2
18,4909605920971720,N41Tq44MU,威锋网,2023-06-06 12:12:10, 苹果今日发布 macOS Sonoma 预览版——全球领先桌面操作系统的最新版本，带来一系列丰富功能，大幅提升 Mac 体验。  令人眼前一亮的屏幕保护和强大的小组件解锁一整套个性化设置的全新方式。用户现可将小组件直接置于桌面上，只需轻轻一点即可进行交互；在神奇的连续互通功能的加持下，还可直接从 M ...全文,2,4,15
18,4909476954243578,N3YxphNWO,ZEALER,2023-06-06 03:39:42,#ZEALER带你看WWDC#  Apple Vision Pro 实拍图来了，目前相关体验区只能静态欣赏，无法佩戴体验。  由于 Apple Vision Pro 是通过眼睛、手和声音进行交互的，因此它无需通过物理手柄进行搭配使用，不过在电池模式下其续航为 2 小时，它也提供了直插电源供电模式，该模式下不受续航困扰。  ...全文,8,16,78
18,4909691596970149,N447BtffL,Cyber桃,2023-06-06 17:52:37,Vision Pro除了全新的空间交互方式，另一个可以期待的点就是未来Siri的升级。这次WWDC可以看到苹果已经开始在某些场景下应用基于Transformer的大模型能力，那如果未来的Siri也接入大模型，使用Vision Pro的体验可能就真的如同《钢铁侠》里托尼使用贾维斯一般了。 ,0,0,1
18,4909685934654071,N43YtjwJF,好奇的Kelvin,2023-06-06 17:30:07,#macos sonoma# 发布：支持桌面小组件，优化游戏体验。 包含： 交互式小组件、视频会议体验更智能、Safari 浏览器推出重大更新、全新屏幕保护、新的Mac 游戏体验、还有一些辅助功能方面的提升，如：简化的PDF体验，在备忘录中实时编辑PDF，呼出“Siri”，密码，信息，提醒，键盘，隐私和安全。  macOS  ...全文,0,0,0
18,4909676754112904,N43JFhfXa,宏观小牛,2023-06-06 16:53:38,华尔街日报的一位记者试用了Apple vision 也就是苹果眼镜。 他的评价是 1.待久了有点不舒服，虽然比meta的要好很多，苹果说正式版本还会优化 2.3D效果，交互都非常好，摘下的时候感觉非常酷，像吸毒了一样 3.屏幕清晰度不够，不能获得完全沉浸的体验#苹果正式推出MR头显# ,0,0,2
19,4909564946810890,N40PkszP4,是寻瑕呀,2023-06-06 09:29:21,【XX传媒】苹果WWDC观后：第一代定位于开发者工具，后面才推消费级；昨晚发布会给了交互范式、操作系统、试听体验效果，我觉得挺不错的～  额外贡献一个【此前】大家都没注意到的细节，这款眼镜超级费眼睛，大家可以注意下【眼睛保护类标的】可能会是一类非常超预期的【铲子跟水】——距离眼睛那么近、 ...全文,2,2,17
19,4909671678739164,N43BtAFsg,咪咕综艺,2023-06-06 16:33:27,#上咪咕看全员加速中#  七年不见 青春不减！以拼搏姿态致敬中国速度 加速之路挑战不断，全新阵容再次集结！ 本周六18:00锁定@咪咕视频 看《全员加速中》，体验虚拟与现实的极致交互~ ,1,0,0
19,4909670286492370,N43zereXE,看着办吧,2023-06-06 16:27:56,#扯谈# 苹果Vision Pro的一个核心竞争力在于通过空间计算带来的真实空间交互体验，是手机的交互体验三维化，类似iPhone初代带来的手指缩放图像随重力方向旋转的惊呼时刻。得益于前三代iPhone Pro所携带的激光雷达，苹果如同计算图像推出之前积累图片一样，通过大量空间实体点云数据训练了领先的空间计 ...全文,0,0,2
19,4909670222791008,N43z8bI4g,芭莎艺术,2023-06-06 16:27:40,在屏幕与画作的交互体验中感受亦真亦幻，生活中的美学也可以无处不在，芭莎艺术携手三星电视与@M_WOODS木木美术馆 一起，让#三星艺术电视# 走进美术馆，走进我们的生活，一同探索艺术与生活的未知边界，一起#遇见家中的艺术# 。 ,0,0,1
19,4909669586307130,N43y6qsLU,一拳捅到小西天,2023-06-06 16:25:09,看了半天苹果给的使用场景还是非常保守的，都是室内相对固定场景，沉浸式娱乐体验以及协同MacBook套件的无边界办公，感觉还是非常on-site的设备，鉴于加了这么多传感器和双芯片供电散热，要做到portable还是有挺长的距离。 同时非常吸引我的spicy的点在于高精度/真实度的无感知交互和3Dcam。前者提供了 ...全文,0,0,2
19,4909640788477884,N42NEzzu4,老爆科技,2023-06-06 14:30:43,vison pro的护城河比手机、耳机、手表、电脑还要大 这玩意就是苹果过去十年的一些开创性技术成果大融合。 竞品以后肯定会有，但是竟品可能只是在显示效果上追上来。 在交互和体验上追，太难了，这么多传感器需要芯片来处理，生产力方面也需要芯片支撑。 还有系统软件生态方面更难追………。 也就 ...全文,0,17,36
19,4909652619826534,N436JFeku,清了心Lp4j,2023-06-06 15:17:44,智能座舱系统会不会是下一个蓝海？很多厂家推出的智能座舱适配的软件还不是很多，理工男们剋以开始行动起来了！ 上汽通用汽车全新一代VCS智能座舱系统由通用汽车和泛亚汽车技术中心联合开发。它基于全新一代VIP智能电子架构来打造，集成行业领先的硬件配置、便捷的系统功能、友好的交互体验、丰富的娱 ...全文,0,3,4
19,4909647275754562,N42Y7o91w,再吃一口鸡蛋灌饼,2023-06-06 14:56:30,果然很多东西开始总是很痛苦的，做到稍有雏形后才会慢慢感觉到思路清晰。如果说当年软件工程这门只是设计软件，现在又体验到了软件设计与开发这门要搞出来交互的期末刺客 ,0,2,2
19,4909646639532947,N42X5DZXd,无比耿直的黄危机,2023-06-06 14:53:58,看了各路媒体vision pro体验（几乎没有），了解了一切能了解到的信息，最后依然觉得苹果像是再次发布了个像是iPad一样的产品。  感觉这次不像当年的iPhone，各种技术都是惊为天人的想法。从眼球追踪，realistic avatar，手势识别，eyesight，再到各种交互逻辑，技术上每一个点我在Meta Quest Pro都体验 ...全文,1,6,4
19,4909643183162827,N42RwdgNl,爱搞机的少年,2023-06-06 14:40:14,看了别人的上手体验，iOS17就是挤牙膏......... 用起来其实和iOS16没什么区别，只是升级了隔空投送和小组件交互功能，然后新增待机时钟和壁纸等一些无关紧要的功能。长截图，通话录音这些都没有安排上。 还自称是划时代的产品，吹得我尴尬癌都犯了 ,0,1,2
20,4909632570786825,N42Ap3iGJ,赛博兔Sara,2023-06-06 13:58:04,很久没发微博了，但是苹果的新XR头显真让人忍不住啊…… 早就听说了这个项目，十年磨一剑，明年一定要入手一个体验一下。 没有手柄，眼动追踪，手动追踪，语音控制…… 外显透明，内视场景与现实场景强交互，依然是库克喜欢的增强现实。 解决续航和体重，可能就是手机行业的又一次革命。 俺很期待，泰 ...全文,0,7,5
20,4909540104208706,N40bghESm,纯银V,2023-06-06 07:50:37,接上一条，有时候看见同行的产品做得稀烂，会很生气。但你觉得我上就会有多大变化吗？没多大变化。 因为用户体验并不重要。 重要的是用户价值——从商业角度上来说，是这功能面向的人群规模与人群黏性。  高德地图小程序让我用得很生气，是因为交互设计烂，用户体验烂，越来越烂。为什么越来越烂呢？因 ...全文,3,13,52
20,4909527637951697,N3ZR9xmBb,数码小哥哥,2023-06-06 07:01:06,#Apple Vision Pro 苹果首款头显#  这个泰裤辣，苹果是不出手则已一出手一鸣惊人。从苹果的官方视频来看，这才是大家想要的虚拟现实设备，不管交互方式还是配置都无敌了。不过3499美元的价格，只能是少数人能体验的产品， ,14,53,231
20,4909618255629854,N42djnCA6,陆新之谈商业,2023-06-06 13:01:11,周掌柜：看了苹果Vision Pro发布会，严重低于我的预期：1，头显的体验逻辑缺乏创造力，延续既有生态范式过于明显，实际上只是多了一块屏，但缺少AR和XR穿戴交互逻辑，2，对于“空间计算”这个理念，目前展示还很单薄，除了视觉外没看到空间计算大格局应用场景，3，这个体验和价格相对于iPhone和Mac普及 ...全文,2,2,3
20,4909617421751311,N42bY7lAX,有梦不觉累阿,2023-06-06 12:57:52,亚华电子：国内知名的医院智能通讯交互系统软硬件一体化综合解决方案提供商，主营业务为医院智能通讯交互系统的研发、生产和销售。  1、医院智能通讯交互系统是指应用音视频通讯、电力线载波通讯、物联网、5G等信息技术提升医生、护士、患者之间的沟通体验，显著提高智慧医院信息交互及服务管理水平的 ...全文,0,1,2
20,4909590673625552,N41uPfdaE,咪咕视频,2023-06-06 11:11:35,#上咪咕看全员加速中#  七年不见 青春不减！以拼搏姿态致敬中国速度 加速之路挑战不断，全新阵容再次集结！ 本周六18:00锁定@咪咕视频 看《全员加速中》，体验虚拟与现实的极致交互~ ,36,418,4122
20,4909589307331087,N41sCuL9l,咪咕视频,2023-06-06 11:06:09,#上咪咕看全员加速中# 《全员加速中》时隔7年重启，6月10日再出发！和加速队员一起集结元宇宙，加速之旅即刻起航~本周六18:00锁定@咪咕视频 看《全员加速中》，体验虚拟与现实的极致交互~#时代少年团官宣全员加速中# @William威廉陈伟霆 @高瀚宇KD @-靳梦佳 @演员李健 @李斯丹妮  ...全文,2619,1084,19048
20,4909556725713557,N40C4nYm9,Hai科技,2023-06-06 08:56:41,跟昨天判断的本质没差，价格倒是再贵了1499美元，总价等于去到了25000。只要体验过头显，无可避免的会遇到以下问题：重量、舒适度、交互、生态、续航、能解决提供什么等等问题，目前看了下关于这款产品的各种介绍，手势捏合和眼部追踪交互是唯一的亮点，其他就是一个外接的投影，只不过比现在的XR眼镜 ...全文,56,32,208
20,4909609447855109,N41Z6wXtj,宋敬亭,2023-06-06 12:26:11,#不用再说HeySiri了#大家说从HeySiri到Siri苹果的创新大吗？  这方面个人感觉体验最好的还是荣耀Magic5系列的气息唤醒，交互自然，不用傻傻的喊指令！ ,0,10,9
20,4909608357072443,N41XltFRF,xyfool,2023-06-06 12:21:51,我已经冷静下来了，我对眼罩类一直都没多大兴趣。  并且这个体积也是，经常外出，不用的时候背着也好累。  起码这一代我是真的没有买的打算和欲望，就是很想体验下这个交互和看看产品实物。堆了这么多配置和技术，不让人兴奋都难。  Apple的野心显然不是一个高清大显示器，而是要像iPhone那样改变未来 ...全文,0,15,5
21,4909608051671643,N41WR70RZ,cryptoFish,2023-06-06 12:20:38,看vision pro没有被炸到的感觉 总体很像一种肢体交互头戴式投影仪 感觉还是旧东西没有很颠覆性的新体验出来 娱乐属性大于刚需功能性 而且太不便携了 觉得应该要有另一种形态的设备才对 ,0,0,0
21,4909605480566053,N41SI2nfT,爱吃糖醋里脊的同学,2023-06-06 12:10:25,『 Vision Pro 』交互一如既往的苹果～头部+双眼追踪，眼睛看哪儿UI会自动浮起，借鉴了之前iPad光标设计思路～等着明年的实机体验了～ ,0,0,0
21,4909605379113416,N41SxCeOA,牛丸科技,2023-06-06 12:10:01,昨天早上去深业商城的集度店体验了他们的第一款车集度ROBO-01，虽然是一台中大型SUV，但官方定义它为汽车机器人，因为它不仅可以智能驾驶还能共情交互，这个差异化的点还挺有意思。  外观方面，ROBO-01的前脸采用封闭式进气格栅，还配了AI像素大灯，可以通过大灯语言进行人车交互，这一点比较交互智能 ...全文,19,38,122
21,4909600434555948,N41Kzj7d2,数懒小姐姐,2023-06-06 11:50:22,其实上手iQOO Pad的时候，我是有点惊喜的。虽说这是iQOO系列的第一款平板产品，但是无论是在产品设计、性能释放，交互体验这三方面来说，iQOO Pad是一款完成度相当高的产品，甚至可以说在同价格平板产品的比拼中，iQOO Pad在这三方面可以说是直接将体验感拉满的。 ,2,3,15
21,4909599540904936,N41J83NpK,若兰95,2023-06-06 11:46:49,#林志颖成为小鹏G6品牌智友#  看到林志颖成为小鹏G6品牌代言人，真的很为他自豪！小鹏G6是一款中型纯电SUV，智能化程度很高，能够实现极速对话，无网络对话等人机交互体验，这样的好车和林志颖很搭呀，希望林志颖和小鹏G6一起，重新热爱，随身出发。 ,0,0,1
21,4909543581026434,N40gS4j1o,于欣烈,2023-06-06 08:04:27,一个想法不一定对：  从 iPhone 开始，苹果主要解决的是人和信息如何交互，提供更好的（信息）消费体验。  Vision Pro 技术上、工程上更复杂，但基本还是 iPhone 的延伸。  还没实物体验的纯键盘感觉：新鲜有趣略兴奋，但不「卧槽」。 ,1,8,19
21,4909596924446623,N41EUiELJ,芯扒客,2023-06-06 11:36:25,#Apple Vision Pro 苹果首款头显#苹果MR头显的发布并非全新技术，但具有改革潜力。其意义在于消除现实与数字间的鸿沟，具有昂贵的硬件如屏幕、光机、芯片等，提供全新的视觉和交互体验。它以iOS、macOS、iPadOS、watchOS为基础，打破了传统VR产品和内容间的恶性循环。  不过，目前苹果MR设备的定价为34 ...全文,0,0,1
21,4909586920770464,N41oM3eqQ,A股刚哥擒牛,2023-06-06 10:56:40,苹果首款MR产品发布，比起VR来说MR其实更进一步了，因为VR是虚拟现实，而MR则是虚拟环境与现实环境的融合，这有点意思吧。关键是让APP打破了传统显示屏的限制，为用户能够带来全新的3D交互体验，用眼睛、双手和语音来控制，可以说这项科技一定会带来经济价值的。   相对这项高科技含量的技术，苹果股价 ...全文,0,0,133
21,4909585766289046,N41mUqo4e,怪味南瓜姜,2023-06-06 10:52:05,苹果 WWDC 2023 全球开发者大会结束了，我觉得头显Apple Vision Pro挺有意思的，应该也是最俘获科技数码博主们的产品吧？  它看起来比较厚重不过科技感很强，佩戴的时候还可以通过透视镜直接看到佩戴者的眼睛，这么贵不得告诉大家，是“我”在佩戴嘛？（不是）  之前电影里才有的交互体验画面， ...全文,14,22,28
22,4909584370894384,N41kF3KFy,太和华美,2023-06-06 10:46:32,第一代定位于开发者工具，后面才推消费级；昨晚发布会给了交互范式、操作系统、试听体验效果，我觉得挺不错的～  额外贡献一个【此前】大家都没注意到的细节，这款眼镜超级费眼睛，大家可以注意下【眼睛保护类标的】可能会是一类非常超预期的【铲子跟水】——距离眼睛那么近、屏幕大小来回缩放几次后， ...全文,0,0,3
22,4909487368176099,N3YOcyiYz,威锋网,2023-06-06 04:21:05,苹果今日发布Apple Vision Pro，一台革命性的空间计算设备，将数字内容无缝融入真实世界，让用户处在当下并与他人保持连接。Vision Pro打造无边际画布，让app突破传统显示屏的限制，为用户带来全新的3D交互体验，以最自然、最直观的输入方式来控制——眼睛、双手与语音。  Vision Pro搭载全球首创的空 ...全文,10,16,32
22,4909579454912933,N41cJkC4R,像风一样自由-123,2023-06-06 10:27:00,#Apple Vision Pro 苹果首款头显#  这玩意用来办公够呛，估计也就收发个邮件等这种轻量级的。要是程序员写个代码，体验肯定不如传统的方式。 你要说上街户外戴这个，估计不行。 家里休闲娱乐？看电影？打游戏？体验估计好不到哪。  但是这玩意，哪天能实现钢铁侠里的操作交互，还是有点期待，但估计还 ...全文,0,0,0
22,4909576627166257,N418au4gN,Baseus倍思,2023-06-06 10:15:46,#Apple Vision Pro 苹果首款头显#发布 这款混合现实头显，搭载了 2 枚芯片、配备了 2300 万像素的屏幕、布满了 12 颗摄像头，让使用者能在现实世界和数字世界“无缝切换”，为用户带来全新的3D交互体验 当别人靠近你时，镜片会变透明，现实中面对面交流也毫无障碍 小倍有一个大胆的想法，有没有可能我 ...全文,4,10,25
22,4909573734137942,N413vhmt0,O科技,2023-06-06 10:04:15,#3499美元的苹果头显值得买吗#算是真正意义上引领虚拟现实融合的科技产品，交互创新、感官体验带来与众不同的效果，值肯定是很值得的。但还是比较贵，不是所有人都能用得起的，大家可以先去线下店体验体验。  引领未来了，经济实力允许的话那就没问题，完全可以入一台Apple Vision Pro，甚至可以收藏起 ...全文,6,47,28
22,4909573074587672,N412rjfsI,秃头倒霉侠,2023-06-06 10:01:39,堆料拉满，交互没啥大创新，价格夸张，坐等实机体验 ,0,2,0
22,4909571250064063,N40Zv0gFh,汽车观察杂志,2023-06-06 09:54:24,#3499美元的苹果头显值得买吗#Vision Pro问世，特点是打造无边际画布，让app突破传统显示屏的限制，为用户带来全新的3D交互体验，以眼睛、双手和语音来控制，据说这款头显还带社交功能，还有首款3D相机，跟之前纯个人体验VR完全不同，这个MR从2016年就开始启动项目了，库克自己说的：MR将带领我们进入 ...全文,0,0,1
22,4909568923010061,N40VKcD3n,店科技,2023-06-06 09:45:09,【再来回顾下 Apple Vision Pro 的官方介绍】  苹果官方其实并没有明确将 Apple Vision Pro 划归到 AR、VR 等等现有设备类型中，而是套用了一个大概念：空间计算  在 Apple 的产品历史中，它的模板应该是 iPhone，硬件载体并非首创，但却在交互层面上带来了革命性变化  拥有第一无二的体验（至少现阶段 ...全文,3,0,10
22,4909568284690073,N40UIjG6l,胖猫SP,2023-06-06 09:42:37,看了苹果新发那个眼镜的宣传片，看了一半看不下去了，啥呀这是，这有什么新鲜的？？？  不知道一堆数码博主对着一个明年才可能上市，完全没有实机体验的潜水镜，在那高潮什么呢。去现场的媒体是工作，怎么没去的也跟着起哄。  夸交互夸体验起码得体验到真机呀，即使在2023年，“别信广告，看疗效”依然 ...全文,0,0,2
23,4909567378722859,N40TfABdh,广州黄埔公安,2023-06-06 09:39:01,广州市首个社区交互式交通安全体验基地在黄埔区启动啦 @广州公安  广州市首个社区交互式交通安全体验基地在黄埔区启动啦 ,0,0,0
23,4909564233781842,N40ObfRPs,Yi起搞机,2023-06-06 09:26:31,VisionPro发布的时代意义是带来了更进一步的人机交互体验和进化，而人机交互的本质就是在拓展信息输入和输出的边界。  Mac 的图形界面让人机交互不局限代码输入，大大降低使用门槛，拓宽了使用场景。  iPhone 的多点触控，让交互更加自然、直观和高效，让智能手机成为新一代计算中心。  而Vision Pro  ...全文,0,0,0
23,4909563297401745,N40MFv3wZ,张牟谋,2023-06-06 09:22:48,硬件。屏幕、光机、芯片、传感器等决定了Vision Pro的底层基础，昂贵的硬件成本带来的是全新的视觉与交互体验。屏幕和光机的大升级保障了视觉体验的真实感；十余颗摄像头传感器提供了全新的交互方式，眼动追踪、手势调节、虹膜识别是最自然的人机交互方式。“空间计算平台”是Vision Pro硬件构成的核心 ...全文,0,0,0
23,4909561499357721,N40JLDgmZ,锦鲤少女,2023-06-06 09:15:39,昨天去集度深业上城体验店了解了一下集度首款汽车机器人ROBO-01，是国内首发骁龙 8295 车规芯片的车型。外观极简，无车外门把手设计、主动升降式尾翼、跟共情交互大灯都充满了科技感。  车内有一块3D无界一体化超清大屏，我还是第一次在车里看到这么一大块完整屏幕，配上U型方向盘，不会遮挡屏幕信息， ...全文,9,73,258
23,4909560185490870,N40HEn2qq,姬永锋,2023-06-06 09:10:26,数字世界的现实化，眼见不一定为实。  MR通过VST透视与现实交互，看到的现实不为真正的现实，是“现实-数字-显示”的转化。而MR设备带来的真实感，给用户带来震撼的使用体验，给开发者带来更多的发挥空间。“现实-数字”、“数字-显示”之间的转化，可以发挥的应用场景大大拓宽。对其中“数字”的操作 ...全文,2,0,2
23,4909558486535463,N40EUrqaH,JYFenng,2023-06-06 09:03:41,#apple vision pro 苹果首款头显# 视觉：2300万像素单眼4k高清的100英寸的大屏感 听觉：双驱动组个性化的空间音频系统 交互：眼/手/语音多重交互方式 材质：3D玻璃3D编织物让科技感拉满让佩戴更舒适 控制：数码旋钮调节现实与体验的沉浸度，Eyesight   设计让沉浸与现实两不误，额外的可插入Zeiss光学 ...全文,0,0,0
23,4909554221716163,N40y27cs3,早早睡觉的小猫咪,2023-06-06 08:46:44,🍎Vision Pro这个交互真的牛逼，科技与人文的交叉完全体现在这款产品上。所有顶尖的技术都隐藏在绝佳体验的背后，感觉十年前科技电影里的东西实现了 ,0,2,0
23,4909553189130494,N40wmCjg2,北海阿帆,2023-06-06 08:42:38,苹果头显有点拉啊.... 第一只看到眼动跟踪和手势追踪的交互进步，其他还是一个正常头显一体机。 第二电池外置没有解决头显和人体的强绑定问题，宣传片仍然是全部静态姿势使用，动态姿势使用时体验存疑。 不过对于高房价地区，如东京、首尔、新加坡、香港，无意是利用狭小空间做更多事情的好工具吧。 ,0,0,0
24,4909545522728680,N40k0brQY,美国张,2023-06-06 08:12:10,#Apple Vision Pro 苹果首款头显#要沉浸式体验，还得有APP的适配。在交互方式、适合使用的场景没有新革命的前提下，并不看好。当然，并不是只还有半年多的时间去适配和创新，3D相机是前瞻，是实现AR的基础，我盲猜第一款真正意义的出圈体验得靠：抓“宝可梦”！ ,0,1,2
24,4909544821491515,N40iS6g0H,BeefBallsNoodles,2023-06-06 08:09:23,#Apple Vision Pro 苹果首款头显#空间计算诶，很厉害呀！大部分都只会说体验…balabala什么可以替代之类的。你可以理解为物理按键-触屏都只是互联网二维世界，而苹果的空间交互和呆板的摄像头捕捉人机手势交互，完全不一样，再配合瞳孔控制，已经开始进入互联网三维世界的门槛了。人类又进步了！ ,0,0,0
24,4909543093701763,N40g5fwZR,AI袁宇宙,2023-06-06 08:02:31,Vision Pro 对于用户体验最大的升级，就是几乎趋于直觉的交互 ，以及极少的信息丢失。 由此可以预见，苹果Vision Pro 将带来的「杀手级」应用场景：  和线下彻底没有区别的远程办公体验，可清楚看到身边的同事每个表情和肢体语言，甚至在同一个界面里协作，大量工作不再受地域限制；  带上头显随时随地 ...全文,0,2,0
24,4909539633662704,N40avfmPS,OKei,2023-06-06 07:48:46,#苹果发布会#最让我期待的是Apple Vision Pro！！VR的确改变了一些交互习惯和体验新的交互方式，在苹果入局VR后，未来VR领域肯定有更多可能！（PS 我又为自己那台凭空消失的Pico4感到痛心） ,2,15,36
24,4909536219760101,N404ZEX2Z,自强不息_18380,2023-06-06 07:35:12,【题材挖掘】  虚拟数字人+AI，产业加速度！  一、AI 助力虚拟数字人多模态交互体验，“一站式”实现虚拟数字人生产全流程 AI 技术对虚拟数字人的赋能体现在两个方面：   1、 AI+虚拟数字人具有无需人工干预的自动交互能力，提供多模态交互体验。在 AI 技术 助力下，虚拟数字人交互方式发生转变，从文 ...全文,0,0,0
24,4909534806803600,N402IsxVu,五里一将军,2023-06-06 07:29:35,苹果首款头显设备Apple Vision Pro发布：沉浸式交互体验 售价3499美元起 网页链接 9.4万次播放 | 2023年6月6日 海客见闻 76万粉丝 · 5520个视频 海外网海客见闻官方帐号 五里一将军的微博视频 ,1,0,3
24,4909533388341593,N400qz01P,百话财经,2023-06-06 07:23:57,苹果Vision Pro在处理虚拟和现实交互上的设计很出乎意料也很有巧思，采用了内外两套显示系统，配合多个镜头和传感器，通过内外屏画面将系统画面和现实环境打通，并可以通过外部旋钮调节虚拟和现实的比例(沉浸感)。面对目前技术的局限，苹果没有妥协，而是通过这套复杂的系统几乎将体验做到极致。 ...全文,1,3,3
24,4909531861091577,N3ZXY4zY5,余建约-建约EV预测,2023-06-06 07:17:53,苹果确实可以定义交互体验的标准，空间互联网产业迈出了小小的一步，却是一个激动人心的开端。 ,0,1,6
24,4909528212308503,N3ZS59GxV,JL-CR7,2023-06-06 07:03:23,#Apple Vision Pro 苹果首款头显#定义未来10年？确实交互体验以及内容做的特别棒，希望明年引入国内的时候也可以支持所有内容…… ,0,0,2
